Ano,Função,Resultado Primário,Empenhado,Liquidado,Pago,,,
2009,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,2.745.320.464,2.526.051.326,2.481.218.206,,
2009,09 - Previdência Social,0 - Financeira,572.250.379,572.240.379,572.240.379,,,
2009,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,288.682.555.935,288.386.891.508,275.086.558.007,,
2009,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,1.824.449.163,1.226.508.713,1.206.093.751,,
2009,10 - Saúde,0 - Financeira,952.210.887,952.210.887,952.210.887,,,
2009,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,45.292.901.173,43.442.244.069,43.317.439.507,,
2009,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,11.435.833.334,5.364.679.053,5.290.517.773,,
2009,10 - Saúde,3 - Primária discricionária, PAC, considerada no cálculo do RP,468.028.068,-25.975.554,865.4,
2009,11 - Trabalho,0 - Financeira,190.485.113,190.485.113,184.175.351,,,
2009,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,28.086.654.114,27.800.665.737,27.800.463.993,,
2009,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,1.023.717.750,639.425.122,633.265.680,,
2009,12 - Educação,0 - Financeira,3.544.625.083,2.980.397.418,2.974.845.368,,,
2009,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,21.281.485.067,21.163.062.680,21.009.785.526,,
2009,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,11.853.416.371,7.565.899.081,6.764.732.335,,
2009,13 - Cultura,0 - Financeira,120.399.662,120.399.662,120.399.662,,,
2009,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,214.170.789,211.877.462,211.792.277,,
2009,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,785.006.393,365.850.381,361.281.945,,
2009,14 - Direitos da Cidadania,0 - Financeira,38.766.359,38.766.359,38.766.205,,,
2009,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,266.760.917,265.000.829,265.000.829,,
2009,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,1.263.636.815,849.467.840,769.348.116,,
2009,15 - Urbanismo,0 - Financeira,2.923.381,2.923.381,2.923.381,,,
2009,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,385.675.337,314.403.702,311.404.514,,
2009,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,3.829.867.502,1.185.379.729,1.096.557.628,,
2009,15 - Urbanismo,3 - Primária discricionária, PAC, considerada no cálculo do RP,492.249.690,157.644.749,234.916.429,
2009,16 - Habitação,2 - Primária discricionária, considerada no cálculo do RP,319.620.016,49.835.034,46.238.242,,
2009,16 - Habitação,3 - Primária discricionária, PAC, considerada no cálculo do RP,691.284.865,85.916.234,89.513.026,
2009,17 - Saneamento,2 - Primária discricionária, considerada no cálculo do RP,506.619.279,100.921.553,49.083.524,,
2009,17 - Saneamento,3 - Primária discricionária, PAC, considerada no cálculo do RP,2.512.342.185,744.152.234,793.642.714,
2009,18 - Gestão Ambiental,0 - Financeira,121.897.436,121.897.436,121.897.436,,,
2009,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,676.865.254,673.293.733,673.232.545,,
2009,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,889.965.089,605.968.067,605.065.049,,
2009,18 - Gestão Ambiental,3 - Primária discricionária, PAC, considerada no cálculo do RP,2.008.724.158,282.268.189,279.628.236,
2009,19 - Ciência e Tecnologia,0 - Financeira,783.240.681,783.160.681,783.160.681,,,
2009,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,1.077.259.105,1.070.070.722,1.068.679.472,,
2009,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,4.329.520.745,3.168.872.466,2.954.392.848,,
2009,20 - Agricultura,0 - Financeira,5.241.816.587,4.978.990.267,4.789.239.504,,,
2009,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,6.850.590.670,5.277.040.773,5.209.627.450,,
2009,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,2.202.311.477,1.067.405.860,1.038.140.339,,
2009,20 - Agricultura,3 - Primária discricionária, PAC, considerada no cálculo do RP,428.132.119,161.433.186,158.961.679,
2009,21 - Organização Agrária,0 - Financeira,1.743.823.762,674.452.206,673.385.806,,,
2009,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,549.349.940,518.569.451,518.569.451,,
2009,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,2.551.512.378,1.321.239.949,1.307.448.597,,
2009,22 - Indústria,0 - Financeira,71.591.300,71.576.300,71.576.300,,,
2009,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,647.360.152,570.929.798,563.073.300,,
2009,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,874.825.924,691.864.980,675.755.075,,
2009,22 - Indústria,3 - Primária discricionária, PAC, considerada no cálculo do RP,7.867.382,1.328.427,494.812,
2009,23 - Comércio e Serviços,0 - Financeira,637.381.599,486.071.374,486.071.374,,,
2009,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,1.116.373.775,367.733.693,367.733.459,,
2009,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,2.281.766.997,557.980.860,548.226.902,,
2009,24 - Comunicações,0 - Financeira,31.543.976,31.543.976,31.543.976,,,
2009,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,242.071.705,240.832.705,240.832.705,,
2009,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,260.673.068,133.064.225,132.309.825,,
2009,25 - Energia,0 - Financeira,32.971.258,32.971.258,31.924.887,,,
2009,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,287.061.350,285.495.896,284.303.404,,
2009,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,460.700.713,326.834.561,324.360.768,,
2009,25 - Energia,3 - Primária discricionária, PAC, considerada no cálculo do RP,29.232.629,0,0,
2009,26 - Transporte,0 - Financeira,2.336.449.847,2.120.211.916,2.120.211.916,,,
2009,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,676.949.259,658.004.896,657.855.818,,
2009,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,3.236.511.360,1.281.285.899,1.166.176.987,,
2009,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,10.255.489.499,4.277.372.445,4.128.290.782,
2009,27 - Desporto e Lazer,0 - Financeira,767.694,767.694,767.694,,,
2009,27 - Desporto e Lazer,1 - Primária obrigatória, considerada no cálculo do RP,18.252.568,18.098.139,18.098.139,,
2009,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,963.200.155,134.785.887,126.949.179,,
2009,28 - Encargos Especiais,0 - Financeira,661.941.032.430,657.670.199.850,657.401.959.022,,,
2009,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,150.237.455.041,141.428.090.760,140.816.369.040,,
2009,28 - Encargos Especiais,2 - Primária discricionária, considerada no cálculo do RP,6.907.659.208,2.986.024.682,2.967.230.181,,
2010,01 - Legislativa,0 - Financeira,521.769.505,495.822.693,495.791.505,,,
2010,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,4.248.162.056,4.140.750.618,4.094.285.682,,
2010,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,890.985.938,671.144.508,670.770.994,,
2010,02 - Judiciária,0 - Financeira,2.566.085.297,2.518.924.013,2.517.529.244,,,
2010,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,16.172.446.211,16.043.626.243,16.029.063.289,,
2010,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,3.671.059.341,2.378.816.140,2.333.398.864,,
2010,03 - Essencial à Justiça,0 - Financeira,757.038.447,714.851.617,714.851.617,,,
2010,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,3.849.774.145,3.828.950.809,3.827.109.745,,
2010,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,873.780.576,641.147.027,625.602.784,,
2010,04 - Administração,0 - Financeira,2.602.303.897,2.109.239.152,2.100.127.747,,,
2010,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,11.043.656.854,11.018.506.021,11.007.711.840,,
2010,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,6.336.139.288,5.045.597.525,4.639.233.972,,
2010,04 - Administração,3 - Primária discricionária, PAC, considerada no cálculo do RP,5.926.958,2.863.601,2.840.638,
2010,05 - Defesa Nacional,0 - Financeira,369.839.032,369.839.032,369.839.032,,,
2010,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,18.152.873.553,17.993.940.795,17.968.029.365,,
2010,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,13.759.118.402,9.717.140.020,9.411.302.705,,
2010,06 - Segurança Pública,0 - Financeira,701.432.688,701.432.688,701.432.081,,,
2010,06 - Segurança Pública,1 - Primária obrigatória, considerada no cálculo do RP,3.450.189.463,3.444.965.558,3.444.965.558,,
2010,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,5.576.660.330,3.864.898.088,3.802.502.118,,
2010,07 - Relações Exteriores,0 - Financeira,97.902.110,97.902.110,97.902.110,,,
2010,07 - Relações Exteriores,1 - Primária obrigatória, considerada no cálculo do RP,725.014.541,724.985.668,724.985.668,,
2010,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,1.073.776.319,1.030.432.641,1.027.488.932,,
2010,08 - Assistência Social,0 - Financeira,1.852.735,1.852.735,1.852.735,,,
2010,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,35.738.059.928,35.736.255.968,35.736.255.968,,
2010,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,3.372.208.431,3.045.236.391,2.955.246.642,,
2010,09 - Previdência Social,0 - Financeira,722.686.049,722.676.049,654.573.761,,,
2010,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,324.167.675.004,323.765.339.236,310.785.156.648,,
2010,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,1.660.198.981,1.405.241.342,1.367.063.823,,
2010,10 - Saúde,0 - Financeira,1.147.245.883,1.147.069.662,1.070.283.722,,,
2010,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,49.962.265.735,48.250.651.083,48.133.329.026,,
2010,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,9.897.664.673,6.356.469.262,6.237.905.280,,
2010,10 - Saúde,3 - Primária discricionária, PAC, considerada no cálculo do RP,866.523.807,32.548.752,30.166.596,
2010,11 - Trabalho,0 - Financeira,208.169.517,208.169.517,208.169.517,,,
2010,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,30.275.067.363,30.275.067.363,30.274.868.577,,
2010,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,965.832.990,600.089.111,593.231.355,,
2010,12 - Educação,0 - Financeira,4.401.091.756,3.605.882.439,3.595.369.897,,,
2010,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,28.645.097.411,27.730.703.606,27.661.702.387,,
2010,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,15.455.642.022,10.773.691.491,9.541.739.858,,
2010,13 - Cultura,0 - Financeira,91.534.303,37.474.486,37.474.486,,,
2010,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,250.228.253,248.578.419,248.509.557,,
2010,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,1.043.359.173,590.266.224,520.646.330,,
2010,14 - Direitos da Cidadania,0 - Financeira,49.590.959,49.590.959,49.590.169,,,
2010,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,351.339.020,351.109.606,351.074.568,,
2010,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,1.429.877.297,1.036.117.617,869.870.863,,
2010,15 - Urbanismo,0 - Financeira,4.760.420,4.760.420,4.760.420,,,
2010,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,330.401.440,328.165.055,324.006.825,,
2010,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,2.102.518.775,411.781.446,368.917.360,,
2010,15 - Urbanismo,3 - Primária discricionária, PAC, considerada no cálculo do RP,2.429.643.331,1.169.581.473,1.087.846.770,
2010,16 - Habitação,2 - Primária discricionária, considerada no cálculo do RP,15.358.296,760.013,760.013,,
2010,16 - Habitação,3 - Primária discricionária, PAC, considerada no cálculo do RP,160.098.927,20.599.349,20.598.997,
2010,17 - Saneamento,2 - Primária discricionária, considerada no cálculo do RP,19.625.426,1.240.822,1.240.822,,
2010,17 - Saneamento,3 - Primária discricionária, PAC, considerada no cálculo do RP,1.725.715.699,514.852.555,514.851.132,
2010,18 - Gestão Ambiental,0 - Financeira,140.861.676,140.861.676,137.334.070,,,
2010,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,833.139.344,797.164.839,797.154.486,,
2010,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,793.486.219,572.400.367,568.393.078,,
2010,18 - Gestão Ambiental,3 - Primária discricionária, PAC, considerada no cálculo do RP,1.945.556.064,591.800.245,574.938.174,
2010,19 - Ciência e Tecnologia,0 - Financeira,580.442.252,580.442.252,580.442.252,,,
2010,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,1.197.284.458,1.192.404.150,1.190.623.488,,
2010,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,5.767.041.709,3.781.836.176,3.551.391.909,,
2010,20 - Agricultura,0 - Financeira,3.378.251.502,3.108.949.340,3.078.491.633,,,
2010,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,8.281.795.473,4.835.434.660,4.794.732.565,,
2010,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,2.675.342.379,1.324.129.855,1.025.064.641,,
2010,20 - Agricultura,3 - Primária discricionária, PAC, considerada no cálculo do RP,389.705.400,151.352.696,149.005.740,
2010,21 - Organização Agrária,0 - Financeira,1.257.338.280,353.353.880,257.006.680,,,
2010,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,769.794.159,758.053.007,758.049.394,,
2010,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,2.242.533.244,1.193.155.551,1.180.546.312,,
2010,22 - Indústria,0 - Financeira,82.943.875,82.943.875,80.869.290,,,
2010,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,747.213.083,645.768.652,638.515.449,,
2010,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,856.403.803,705.948.161,695.996.467,,
2010,22 - Indústria,3 - Primária discricionária, PAC, considerada no cálculo do RP,117.913.640,71.255.902,46.877.414,
2010,23 - Comércio e Serviços,0 - Financeira,1.075.363.999,693.413.162,693.413.162,,,
2010,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,427.955.548,138.744.949,138.744.634,,
2010,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,2.340.297.999,649.785.873,606.277.997,,
2010,24 - Comunicações,0 - Financeira,92.242.502,92.242.502,92.242.502,,,
2010,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,282.195.207,281.334.861,281.304.029,,
2010,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,596.326.302,175.221.426,172.338.899,,
2010,25 - Energia,0 - Financeira,38.070.718,38.070.718,36.446.455,,,
2010,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,244.669.212,244.103.910,241.495.218,,
2010,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,251.726.679,225.948.194,209.300.854,,
2010,25 - Energia,3 - Primária discricionária, PAC, considerada no cálculo do RP,141.001.697,26.189.900,17.870.229,
2010,26 - Transporte,0 - Financeira,2.841.026.469,2.681.680.780,2.681.680.780,,,
2010,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,879.590.137,731.756.976,727.900.887,,
2010,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,1.641.997.353,819.124.249,690.918.471,,
2010,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,15.265.655.542,7.741.216.715,6.859.626.381,
2010,27 - Desporto e Lazer,0 - Financeira,1.399.433,1.399.433,1.399.433,,,
2010,27 - Desporto e Lazer,1 - Primária obrigatória, considerada no cálculo do RP,22.923.203,22.801.528,22.793.538,,
2010,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,1.011.956.959,233.078.713,232.071.450,,
2010,28 - Encargos Especiais,0 - Financeira,659.891.502.903,655.861.783.338,655.780.737.740,,,
2010,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,163.709.566.027,154.487.275.334,154.482.635.088,,
2010,28 - Encargos Especiais,2 - Primária discricionária, considerada no cálculo do RP,521.382.634,441.458.752,417.826.428,,
2010,28 - Encargos Especiais,3 - Primária discricionária, PAC, considerada no cálculo do RP,6.680.000.000,143.317.810,143.317.000,
2011,01 - Legislativa,0 - Financeira,565.815.016,542.423.898,542.423.898,,,
2011,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,4.524.125.099,4.414.316.897,4.413.724.233,,
2011,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,956.306.362,713.593.493,701.736.774,,
2011,02 - Judiciária,0 - Financeira,2.590.629.374,2.571.408.212,2.571.198.097,,,
2011,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,16.405.260.530,16.318.139.300,16.305.455.640,,
2011,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,3.524.018.311,2.233.602.890,2.209.994.818,,
2011,03 - Essencial à Justiça,0 - Financeira,746.273.643,742.824.981,742.824.981,,,
2011,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,4.026.037.719,3.992.590.494,3.992.585.771,,
2011,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,1.037.950.962,638.217.307,630.274.008,,
2011,04 - Administração,0 - Financeira,2.639.115.207,2.199.944.562,2.199.944.562,,,
2011,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,11.469.503.322,11.448.292.133,11.441.429.571,,
2011,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,4.876.032.710,3.962.273.584,3.593.949.698,,
2011,04 - Administração,3 - Primária discricionária, PAC, considerada no cálculo do RP,170.758.039,1.584.439,1.583.859,
2011,05 - Defesa Nacional,0 - Financeira,457.086.598,398.238.737,398.238.737,,,
2011,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,19.414.948.709,19.286.818.809,19.273.528.040,,
2011,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,12.455.413.001,8.254.753.515,8.129.398.673,,
2011,06 - Segurança Pública,0 - Financeira,714.377.825,714.377.825,714.377.825,,,
2011,06 - Segurança Pública,1 - Primária obrigatória, considerada no cálculo do RP,3.513.664.255,3.505.036.841,3.505.011.598,,
2011,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,3.461.668.669,2.250.544.402,2.241.479.500,,
2011,07 - Relações Exteriores,0 - Financeira,113.080.388,113.080.388,113.080.388,,,
2011,07 - Relações Exteriores,1 - Primária obrigatória, considerada no cálculo do RP,848.869.083,848.869.083,848.869.083,,
2011,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,961.638.400,941.184.305,940.756.676,,
2011,08 - Assistência Social,0 - Financeira,1.907.979,1.907.979,1.907.979,,,
2011,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,42.132.337.060,42.095.058.227,41.883.564.893,,
2011,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,3.436.621.139,3.012.220.971,2.961.832.115,,
2011,09 - Previdência Social,0 - Financeira,772.678.828,772.668.828,702.418.049,,,
2011,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,357.615.111.018,357.129.756.198,343.969.844.540,,
2011,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,1.652.060.778,1.407.712.006,1.365.895.945,,
2011,10 - Saúde,0 - Financeira,1.243.922.125,1.202.916.929,1.202.916.757,,,
2011,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,59.220.958.446,56.310.819.027,56.249.278.258,,
2011,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,10.041.426.171,6.167.794.944,6.086.767.004,,
2011,10 - Saúde,3 - Primária discricionária, PAC, considerada no cálculo do RP,1.735.115.832,284.078.159,283.475.363,
2011,11 - Trabalho,0 - Financeira,217.329.483,217.329.483,217.329.483,,,
2011,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,35.284.656.125,35.284.656.125,35.284.435.011,,
2011,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,947.386.487,477.720.864,476.545.084,,
2011,12 - Educação,0 - Financeira,5.531.480.175,4.732.280.390,4.721.893.738,,,
2011,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,33.637.591.154,31.575.653.357,31.193.772.158,,
2011,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,17.914.305.852,11.449.382.381,10.713.440.047,,
2011,12 - Educação,3 - Primária discricionária, PAC, considerada no cálculo do RP,1.370.523.781,427.388.747,425.536.226,
2011,13 - Cultura,0 - Financeira,252.140.592,44.865.581,44.236.028,,,
2011,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,277.633.629,276.361.221,275.439.340,,
2011,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,884.306.836,325.513.015,321.758.958,,
2011,14 - Direitos da Cidadania,0 - Financeira,60.391.289,60.391.289,60.391.289,,,
2011,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,420.809.621,416.995.064,416.616.418,,
2011,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,926.623.930,597.692.450,501.435.641,,
2011,15 - Urbanismo,0 - Financeira,4.532.670,4.532.670,4.532.670,,,
2011,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,411.919.370,410.652.127,403.715.116,,
2011,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,1.605.894.772,368.405.872,354.070.167,,
2011,15 - Urbanismo,3 - Primária discricionária, PAC, considerada no cálculo do RP,2.253.218.476,503.810.042,499.921.060,
2011,16 - Habitação,2 - Primária discricionária, considerada no cálculo do RP,9.784.300,0,0,,
2011,16 - Habitação,3 - Primária discricionária, PAC, considerada no cálculo do RP,498.275.554,59.756.681,59.405.112,
2011,17 - Saneamento,2 - Primária discricionária, considerada no cálculo do RP,4.675.766,261.466,261.466,,
2011,17 - Saneamento,3 - Primária discricionária, PAC, considerada no cálculo do RP,1.648.368.275,269.405.644,268.966.920,
2011,18 - Gestão Ambiental,0 - Financeira,352.376.190,352.376.190,352.376.190,,,
2011,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,1.021.757.706,983.329.159,982.914.436,,
2011,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,1.002.818.863,571.172.293,566.890.252,,
2011,18 - Gestão Ambiental,3 - Primária discricionária, PAC, considerada no cálculo do RP,1.374.334.529,437.377.226,422.438.460,
2011,19 - Ciência e Tecnologia,0 - Financeira,967.456.207,967.453.760,967.453.760,,,
2011,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,1.248.378.023,1.243.292.483,1.242.081.876,,
2011,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,4.784.425.241,3.122.232.879,2.746.393.016,,
2011,20 - Agricultura,0 - Financeira,3.692.849.714,2.962.795.601,2.865.412.507,,,
2011,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,9.848.598.038,5.760.604.657,5.723.612.635,,
2011,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,2.065.534.796,1.109.409.308,957.405.735,,
2011,20 - Agricultura,3 - Primária discricionária, PAC, considerada no cálculo do RP,244.328.884,64.223.273,63.264.876,
2011,21 - Organização Agrária,0 - Financeira,1.221.885.342,340.930.026,339.974.426,,,
2011,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,582.808.169,555.214.321,555.214.002,,
2011,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,2.222.966.959,1.219.660.120,1.215.876.182,,
2011,21 - Organização Agrária,3 - Primária discricionária, PAC, considerada no cálculo do RP,211.435.590,18.466.860,18.466.860,
2011,22 - Indústria,0 - Financeira,87.687.964,87.687.964,87.687.964,,,
2011,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,779.215.636,722.858.270,713.884.018,,
2011,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,842.552.345,745.628.867,740.407.742,,
2011,22 - Indústria,3 - Primária discricionária, PAC, considerada no cálculo do RP,153.496.609,93.533.472,90.624.800,
2011,23 - Comércio e Serviços,0 - Financeira,1.325.535.018,701.544.870,701.544.870,,,
2011,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,1.071.882.302,253.764.302,253.764.060,,
2011,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,1.309.611.637,266.018.429,242.452.772,,
2011,24 - Comunicações,0 - Financeira,95.962.078,95.962.078,95.962.078,,,
2011,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,292.329.899,291.467.191,291.386.464,,
2011,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,457.637.646,298.131.097,287.905.256,,
2011,25 - Energia,0 - Financeira,42.576.103,42.576.103,42.576.103,,,
2011,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,262.010.873,259.665.511,254.964.062,,
2011,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,266.656.814,242.029.682,232.862.475,,
2011,25 - Energia,3 - Primária discricionária, PAC, considerada no cálculo do RP,54.549.916,6.654.810,6.313.889,
2011,26 - Transporte,0 - Financeira,2.667.719.854,2.602.072.741,2.602.072.741,,,
2011,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,888.733.524,880.039.722,879.697.308,,
2011,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,1.013.597.600,527.913.636,485.190.377,,
2011,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,14.599.425.745,6.789.565.113,6.681.514.745,
2011,27 - Desporto e Lazer,0 - Financeira,1.644.211,1.644.211,1.644.211,,,
2011,27 - Desporto e Lazer,1 - Primária obrigatória, considerada no cálculo do RP,30.044.892,30.044.892,30.041.713,,
2011,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,1.121.107.253,280.917.556,280.176.718,,
2011,28 - Encargos Especiais,0 - Financeira,734.971.289.445,729.680.915.816,729.612.687.030,,,
2011,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,194.293.314.178,183.029.399.446,182.667.805.131,,
2011,28 - Encargos Especiais,2 - Primária discricionária, considerada no cálculo do RP,814.292.715,704.829.316,704.829.316,,
2011,28 - Encargos Especiais,3 - Primária discricionária, PAC, considerada no cálculo do RP,11.059.937.653,598.932.120,598.932.120,
2012,01 - Legislativa,0 - Financeira,547.915.263,531.092.035,531.092.035,,,
2012,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,4.578.837.187,4.571.548.058,4.571.497.159,,
2012,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,927.583.609,742.175.493,739.493.998,,
