Ano,Função,Resultado Primário,Subfunção,Empenhado,Liquidado,Pago
Total,,,,48.398.382.871.544,46.347.292.672.715,45.611.023.315.136
2007,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,545 - Meteorologia,1.699.597,1.324.383,1.319.543
2007,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,21.813.480,21.495.340,21.419.114
2007,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,100.197.867,66.577.518,65.757.765
2007,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,661 - Promoção Industrial,495.583,105.399,105.399
2007,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,662 - Produção Industrial,840.107,417.072,417.021
2007,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,691 - Promoção Comercial,1.479.046,491.840,491.840
2007,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,722 - Telecomunicações,23.687.226,16.091.728,15.458.027
2007,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,752 - Energia Elétrica,500.000,394.885,393.349
2007,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,781 - Transporte Aéreo,538.561.247,430.973.054,430.804.424
2007,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,782 - Transporte Rodoviário,999.999,958.954,958.954
2007,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,784 - Transporte Hidroviário,47.893.273,46.860.798,46.510.107
2007,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,41.800.000,41.800.000,41.800.000
2007,05 - Defesa Nacional,3 - Primária discricionária, PAC, considerada no cálculo do RP,781 - Transporte Aéreo,215.110.000,215.110.000,215.110.000
2007,06 - Segurança Pública,0 - Financeira,122 - Administração Geral,529.881.817,516.915.599,514.727.523
2007,06 - Segurança Pública,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,2.413.151.572,2.375.084.843,2.374.918.992
2007,06 - Segurança Pública,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,41.343.750,41.293.669,41.293.669
2007,06 - Segurança Pública,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,7.142.787,6.999.664,6.999.664
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,392.216.905,301.905.863,300.567.955
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,9.128.041,8.564.334,8.564.334
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,18.905.309,13.920.650,13.920.650
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,99.345.390,88.511.016,86.966.937
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,76.362,23.610,23.610
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,181 - Policiamento,1.107.599.899,927.653.904,887.411.141
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,182 - Defesa Civil,505.945.540,246.392.922,242.103.267
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,183 - Informação e Inteligência,130.657.380,56.181.371,55.940.826
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,2.339.532,2.310.262,2.310.262
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,25.124.623,22.863.670,22.863.670
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,303 - Suporte Profilático e Terapêutico,75.285,52.421,51.671
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,4.817.473,4.612.648,4.612.648
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,855.029,835.432,835.432
2007,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,722 - Telecomunicações,4.548.934,1.807.932,1.807.932
2007,07 - Relações Exteriores,0 - Financeira,122 - Administração Geral,58.440.397,58.098.800,55.957.836
2007,07 - Relações Exteriores,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,453.667.389,453.111.050,453.029.738
2007,07 - Relações Exteriores,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,3.264.740,3.252.698,3.252.698
2007,07 - Relações Exteriores,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,1.063.454,1.040.384,1.040.384
2007,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,93.367.967,87.661.783,87.361.392
2007,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,27.613,27.613,27.613
2007,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,4.118.485,3.908.101,3.905.974
2007,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,211 - Relações Diplomáticas,469.404.453,462.239.646,462.043.607
2007,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,310.109.096,309.345.552,309.246.022
2007,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,50.415.483,50.297.461,50.297.461
2007,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,166.712,132.754,132.754
2007,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,392 - Difusão Cultural,17.056.145,16.767.219,16.766.995
2007,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,7.718.676,7.301.734,7.295.703
2007,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,691 - Promoção Comercial,10.568.074,10.179.220,10.178.896
2007,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,845 - Outras Transferências,988.929,81.629,81.629
2007,08 - Assistência Social,0 - Financeira,122 - Administração Geral,800.000,675.133,640.077
2007,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,21.290.933,21.179.812,21.066.841
2007,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,241 - Assistência ao Idoso,6.132.968.807,6.132.968.807,6.132.968.807
2007,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,242 - Assistência ao Portador de Deficiência,7.335.322.497,7.335.322.117,7.335.322.117
2007,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,711.904,709.649,709.649
2007,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,297.939,296.457,296.457
2007,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,845 - Outras Transferências,8.755.556.796,8.755.556.442,8.755.556.442
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,5.603.039,5.530.154,5.501.042
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,75.070.261,67.697.181,67.415.952
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,8.000.000,7.544.324,7.544.324
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,45.531.163,45.053.432,39.401.838
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,6.238.689,4.983.627,1.630.632
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,8.097.000,7.920.610,6.083.074
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,10.500,10.500,10.500
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,243 - Assistência à Criança e ao Adolescente,425.695.584,424.310.535,424.310.535
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,244 - Assistência Comunitária,1.357.816.809,1.340.888.170,1.210.325.017
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,155.204,128.560,128.560
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,44.590,41.515,41.515
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,423 - Assistência aos Povos Indígenas,5.962.153,5.750.591,5.650.591
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,511 - Saneamento Básico Rural,65.847.176,55.522.102,55.522.102
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,605 - Abastecimento,402.912.703,395.141.761,387.341.780
2007,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,845 - Outras Transferências,59.642.701,45.814.020,45.814.020
2007,09 - Previdência Social,0 - Financeira,122 - Administração Geral,466.573.288,466.573.288,466.261.458
2007,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,2.269.993.101,2.269.438.186,2.268.955.172
2007,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,271 - Previdência Básica,177.700.215.868,177.700.201.721,177.700.183.359
2007,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,272 - Previdência do Regime Estatutário,50.269.745.048,50.045.120.782,50.044.216.452
2007,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,274 - Previdência Especial,1.848.876.110,1.616.235.509,1.616.235.509
2007,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,68.208.554,68.207.990,68.207.990
2007,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,43.056.408,43.052.569,43.052.569
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,092 - Representação Judicial e Extrajudicial,22.258.354,21.265.329,21.044.417
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,1.167.337,686.693,686.693
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,132.443.731,93.114.088,92.819.839
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,11.040.667,10.497.866,10.497.483
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,692.513.150,636.190.197,634.757.896
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,18.370.573,9.423.033,9.319.313
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,129 - Administração de Receitas,3.959.051,3.665.935,3.663.021
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,6.013.000,3.677.021,3.677.021
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,215.670,215.670,205.980
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,271 - Previdência Básica,701.850.361,601.834.643,583.552.827
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,272 - Previdência do Regime Estatutário,9.148.797,3.548.993,3.476.024
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,97.341.416,96.486.871,96.486.607
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,3.419.595,3.419.474,3.419.474
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,739.037,152.872,152.872
2007,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,665 - Normalização e Qualidade,7.487.284,7.411.867,7.400.275
2007,10 - Saúde,0 - Financeira,122 - Administração Geral,673.817.460,673.817.460,643.073.181
2007,10 - Saúde,0 - Financeira,846 - Outros Encargos Especiais,6.343.139,6.339.898,6.339.898
2007,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,3.589.525.366,3.587.886.725,3.587.857.638
2007,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,273 - Previdência Complementar,5.137.874,5.137.874,5.137.874
2007,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,6.987.940.147,6.958.254.770,6.957.475.162
2007,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,20.924.445.667,20.275.073.557,20.246.670.446
2007,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,303 - Suporte Profilático e Terapêutico,2.993.016.113,2.619.099.821,2.611.889.196
2007,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,304 - Vigilância Sanitária,120.308.674,100.487.307,100.487.307
2007,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,305 - Vigilância Epidemiológica,821.320.322,734.002.346,733.895.047
2007,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,166.495.055,165.763.770,165.279.718
2007,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,89.044.180,88.916.605,88.903.300
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,26.782.905,20.107.769,20.107.769
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,732.386.062,535.781.113,529.198.326
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,124 - Controle Interno,4.529.283,3.591.535,3.591.535
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,55.920.183,49.318.031,49.314.699
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,96.014.034,75.237.605,72.958.921
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,172.383.425,131.275.348,131.172.074
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,65.566.406,60.322.165,60.210.747
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,183 - Informação e Inteligência,27.468.903,26.474.761,19.108.269
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,42.269.293,41.316.104,41.316.104
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,835.307.689,362.613.437,362.355.948
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,2.145.599.712,1.338.141.359,1.324.568.952
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,303 - Suporte Profilático e Terapêutico,1.311.156.318,949.650.586,935.026.545
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,304 - Vigilância Sanitária,129.737.906,66.143.822,66.088.646
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,305 - Vigilância Epidemiológica,1.253.827.149,739.240.672,738.284.681
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,306 - Alimentação e Nutrição,38.759.310,11.053.404,10.031.307
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,2.557.200,417.872,417.872
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,186.681.215,77.185.632,75.557.453
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,9.497.475,9.416.966,9.334.784
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,30.338.421,8.341.107,8.341.107
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,423 - Assistência aos Povos Indígenas,301.650.283,276.126.437,273.975.868
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,511 - Saneamento Básico Rural,253.398.915,17.086.518,16.453.134
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,512 - Saneamento Básico Urbano,1.301.806.578,29.737.514,27.593.045
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,541 - Preservação e Conservação Ambiental,479.082,460.680,459.973
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,196.867.990,82.132.066,80.615.174
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,27.578.254,17.225.379,16.749.635
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,32.089.238,18.350.417,18.184.347
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,845 - Outras Transferências,28.373.357,17.167.452,17.167.452
2007,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,36.600.000,36.600.000,36.600.000
2007,11 - Trabalho,0 - Financeira,122 - Administração Geral,150.272.204,150.271.541,149.977.215
2007,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,721.366.578,721.191.366,721.191.366
2007,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,11.793.672,11.793.672,11.793.672
2007,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,17.960.809.804,17.834.178.488,17.834.178.488
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,182.082.527,168.406.013,166.328.462
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,225.973.342,223.781.827,223.678.328
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,23.489.328,22.452.610,22.434.380
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,60.743.612,59.238.192,59.227.898
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,3.682.224,1.493.036,1.492.301
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,5.658.053,4.177.049,4.177.049
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,53.310,53.310,53.310
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,15.594.915,14.547.408,14.547.408
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,28.539.118,28.362.473,28.362.473
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,332 - Relações de Trabalho,12.883.038,11.137.300,10.476.712
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,333 - Empregabilidade,288.493.974,228.515.835,228.507.450
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,334 - Fomento ao Trabalho,42.091.970,17.001.116,16.752.649
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,652.754,652.754,652.754
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,3.043.758,2.087.093,2.087.093
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,11.786.663,10.176.670,10.175.950
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,826.688,591.505,577.314
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,665 - Normalização e Qualidade,1.115.850,984.487,969.716
2007,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,845 - Outras Transferências,1.485.939,1.485.939,1.485.939
2007,12 - Educação,0 - Financeira,122 - Administração Geral,1.688.962.089,1.649.150.537,1.432.542.246
2007,12 - Educação,0 - Financeira,846 - Outros Encargos Especiais,858.427.066,639.004.790,639.004.790
2007,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,139.338.580,138.404.283,136.028.539
2007,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,249.214.718,249.214.718,249.214.718
2007,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,1.786.860.854,1.785.885.830,1.785.305.802
2007,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,106.172.696,103.250.520,103.250.520
2007,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,361 - Ensino Fundamental,858.317.480,856.348.529,845.721.777
2007,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,363 - Ensino Profissional,737.134.428,731.020.634,730.230.453
2007,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,7.252.501.244,7.241.323.434,7.237.204.938
2007,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,90.846.653,90.184.547,89.578.666
2007,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,367 - Educação Especial,18.962.279,18.285.697,18.285.697
2007,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,846 - Outros Encargos Especiais,2.022.499.745,2.022.499.744,2.017.768.768
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,195.184.037,145.613.523,143.391.109
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,111.651.721,46.516.000,46.516.000
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,174.924.657,49.099.342,48.625.997
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,81.590.655,57.585.830,54.552.336
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,7.976.796,7.924.436,7.778.618
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,21.118.010,20.387.529,20.387.529
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,243 - Assistência à Criança e ao Adolescente,4.120.534,1.231.452,379.027
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,44.446.059,16.644.033,13.656.750
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,182.143.373,152.287.837,144.955.396
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,361 - Ensino Fundamental,2.505.574.256,1.819.090.341,1.001.283.580
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,362 - Ensino Médio,236.330.695,192.954.718,164.440.341
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,589.982.389,302.939.927,283.453.098
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,3.962.157.536,2.782.996.602,2.577.499.788
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,75.550.348,65.792.404,19.287.233
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,49.831.153,39.633.670,39.529.222
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,367 - Educação Especial,53.002.334,36.688.150,20.377.043
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,391 - Patrimônio Histórico, Artístico e Arqueológico,689.228,267.338,266.036
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,392 - Difusão Cultural,53.648.936,2.573.202,2.048.199
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,6.692.482,4.179.658,3.277.266
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,69.579.382,41.283.894,40.612.688
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,445.642,420.869,420.869
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,116.550.524,77.415.130,77.162.274
2007,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,813 - Lazer,972.110,671.299,603.192
2007,13 - Cultura,0 - Financeira,122 - Administração Geral,22.408.383,22.269.998,18.886.102
2007,13 - Cultura,0 - Financeira,691 - Promoção Comercial,15.000.000,15.000.000,15.000.000
2007,13 - Cultura,0 - Financeira,846 - Outros Encargos Especiais,10.046.089,10.046.089,10.046.089
2007,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,143.305.036,142.399.906,141.263.095
2007,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,5.145.110,5.145.110,5.145.110
2007,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,4.490.409,4.490.409,4.490.409
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,4.599.554,2.829.352,2.779.045
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,92.459.256,76.277.558,75.639.773
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,1.000.000,0,0
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,1.403.120,1.232.767,1.232.767
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,8.519.355,5.752.203,5.732.688
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,486.213,336.713,336.713
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,8.075.175,7.532.553,7.532.553
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,193.716,193.716,193.716
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,391 - Patrimônio Histórico, Artístico e Arqueológico,137.299.208,53.922.711,53.397.263
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,392 - Difusão Cultural,274.337.024,77.129.730,71.273.626
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,57.473,8.003,5.953
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,661 - Promoção Industrial,6.000.000,5.882.353,5.882.353
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,662 - Produção Industrial,8.380.065,7.611.777,7.611.777
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,691 - Promoção Comercial,9.960.091,448.218,448.218
2007,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,845 - Outras Transferências,4.577.764,4.488.886,4.488.886
2007,14 - Direitos da Cidadania,0 - Financeira,122 - Administração Geral,24.406.725,24.391.725,22.708.270
2007,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,164.694.863,164.534.514,164.532.754
